fscore_abc,precision_abc,recall_abc,score_thr
0.7033582089552239,0.7086466165413534,0.6981481481481482,120.0
0.7011070110701108,0.6985294117647058,0.7037037037037037,110.0
0.6987295825771325,0.6850533807829181,0.7129629629629629,100.0
0.6965648854961831,0.718503937007874,0.6759259259259259,130.0
0.6940231935771631,0.6695352839931153,0.7203703703703703,90.0
0.6912621359223301,0.726530612244898,0.6592592592592592,140.0
0.6882661996497372,0.6528239202657807,0.7277777777777777,80.0
0.6865079365079364,0.7393162393162394,0.6407407407407407,150.0
0.6854219948849105,0.6350710900473934,0.7444444444444445,70.0
0.6799999999999999,0.6181818181818182,0.7555555555555555,60.0
0.6780766096169518,0.6055312954876274,0.7703703703703704,50.0
0.6774193548387097,0.7433628318584071,0.6222222222222222,160.0
0.6748717948717948,0.7563218390804598,0.6092592592592593,170.0
0.6701461377870563,0.7679425837320574,0.5944444444444444,180.0
0.6661392405063292,0.5814917127071824,0.7796296296296297,40.0
0.6567481402763019,0.770573566084788,0.5722222222222222,190.0
0.6518745218056617,0.5554106910039114,0.7888888888888889,30.0
0.6516129032258065,0.7769230769230769,0.5611111111111111,200.0
0.6435536294691224,0.7754569190600522,0.55,210.0
0.6366985998526161,0.5287637698898409,0.8,20.0
0.6343612334801763,0.782608695652174,0.5333333333333333,220.0
0.622191011235955,0.501131221719457,0.8203703703703704,10.0
0.6152125279642058,0.7768361581920904,0.5092592592592593,230.0
0.6095890410958904,0.7946428571428571,0.49444444444444446,240.0
0.6057803468208093,0.8061538461538461,0.48518518518518516,250.0
0.5929411764705882,0.8129032258064516,0.4666666666666667,260.0
0.5871121718377089,0.825503355704698,0.45555555555555555,270.0
0.576271186440678,0.8321678321678322,0.44074074074074077,280.0
0.5661764705882353,0.8369565217391305,0.42777777777777776,290.0
0.5508684863523573,0.8345864661654135,0.4111111111111111,300.0
0.5376884422110553,0.8359375,0.3962962962962963,310.0
0.5368956743002544,0.8577235772357723,0.3907407407407407,320.0
0.5257731958762887,0.864406779661017,0.37777777777777777,330.0
0.522077922077922,0.8739130434782608,0.37222222222222223,340.0
0.5065963060686016,0.8807339449541285,0.35555555555555557,350.0
0.50199203187251,0.8873239436619719,0.35,360.0
0.49531459170013387,0.893719806763285,0.3425925925925926,370.0
0.48721399730820997,0.8916256157635468,0.3351851851851852,380.0
0.4747612551159618,0.9015544041450777,0.32222222222222224,390.0
0.4621733149931225,0.8983957219251337,0.3111111111111111,400.0
0.15986394557823128,0.9791666666666666,0.08703703703703704,800.0
0.06093189964157705,0.9444444444444444,0.03148148148148148,1200.0
