fscore_abc,precision_abc,recall_abc,score_thr
0.738819320214669,0.7145328719723183,0.7648148148148148,90.0
0.7356948228882835,0.7219251336898396,0.75,100.0
0.72895467160037,0.7282809611829945,0.7296296296296296,110.0
0.7286956521739131,0.6868852459016394,0.7759259259259259,80.0
0.7246093749999999,0.7665289256198347,0.687037037037037,140.0
0.7207729468599033,0.7535353535353535,0.6907407407407408,130.0
0.7203791469194312,0.7378640776699029,0.7037037037037037,120.0
0.7180355630821337,0.6614664586583463,0.7851851851851852,70.0
0.7154742096505824,0.649546827794562,0.7962962962962963,60.0
0.710891089108911,0.7638297872340426,0.6648148148148149,150.0
0.7012987012987012,0.6242774566473989,0.8,50.0
0.6989898989898989,0.7688888888888888,0.6407407407407407,160.0
0.6977225672877847,0.7910798122065728,0.6240740740740741,170.0
0.6923682140047207,0.6019151846785226,0.8148148148148148,40.0
0.6876310272536688,0.7922705314009661,0.6074074074074074,180.0
0.6835978835978835,0.7975308641975308,0.5981481481481481,190.0
0.6784343821949348,0.5792922673656619,0.8185185185185185,30.0
0.6781115879828327,0.8061224489795918,0.5851851851851851,200.0
0.6746203904555313,0.8141361256544503,0.575925925925926,210.0
0.662280701754386,0.8118279569892473,0.5592592592592592,220.0
0.655834564254062,0.5454545454545454,0.8222222222222222,20.0
0.6495535714285714,0.8174157303370787,0.5388888888888889,230.0
0.6455981941309255,0.8265895953757225,0.5296296296296297,240.0
0.6398158803222095,0.8449848024316109,0.5148148148148148,250.0
0.6397163120567375,0.5183908045977011,0.8351851851851851,10.0
0.6301050175029171,0.8517350157728707,0.5,260.0
0.6177514792899408,0.8557377049180328,0.48333333333333334,270.0
0.6014492753623188,0.8645833333333334,0.46111111111111114,280.0
0.5823095823095823,0.864963503649635,0.4388888888888889,290.0
0.5628891656288917,0.8593155893536122,0.4185185185185185,300.0
0.5475285171102662,0.8674698795180723,0.4,310.0
0.5347043701799485,0.8739495798319328,0.3851851851851852,320.0
0.5215123859191655,0.8810572687224669,0.37037037037037035,330.0
0.5046235138705416,0.880184331797235,0.3537037037037037,340.0
0.4805369127516779,0.8731707317073171,0.3314814814814815,350.0
0.4709066305818674,0.8743718592964824,0.32222222222222224,360.0
0.4602739726027398,0.8842105263157894,0.3111111111111111,370.0
0.4545454545454546,0.8870967741935484,0.3055555555555556,380.0
0.43732590529247906,0.8820224719101124,0.29074074074074074,390.0
0.42090395480225984,0.8869047619047619,0.2759259259259259,400.0
0.0979020979020979,0.875,0.05185185185185185,800.0
