fscore_abc,precision_abc,recall_abc,score_thr
0.7634500426985482,0.7083993660855784,0.8277777777777777,0.96
0.7528089887640451,0.7613636363636364,0.7444444444444445,0.98
0.7508250825082509,0.6770833333333334,0.8425925925925926,0.94
0.741518578352181,0.6575931232091691,0.85,0.92
0.7344,0.6464788732394366,0.85,0.9
0.7115531752104055,0.60625814863103,0.8611111111111112,0.8
0.6947584789311408,0.7806004618937644,0.6259259259259259,0.985
0.691285081240768,0.5749385749385749,0.8666666666666667,0.7000000000000001
0.6762589928057553,0.5529411764705883,0.8703703703703703,0.6
0.6592427616926504,0.8268156424581006,0.5481481481481482,0.99
0.6519031141868512,0.5204419889502763,0.8722222222222222,0.5
0.6379542395693135,0.5010570824524313,0.8777777777777778,0.4
0.618798955613577,0.4778225806451613,0.8777777777777778,0.30000000000000004
0.5865504358655044,0.44183864915572235,0.8722222222222222,0.2
0.5548549810844893,0.8695652173913043,0.4074074074074074,0.995
0.5486111111111112,0.398989898989899,0.8777777777777778,0.1
