fscore,precision,recall,score_thr
0.09007529089664612,0.9075862068965517,0.04738926899531869,700
0.1364241939781508,0.9086069210292813,0.07374864962189413,600
0.20293929712460065,0.8997167138810198,0.11436802304645301,500
0.29287948039451533,0.8877141815530442,0.1753691033489377,400
0.401839131398183,0.8704103671706264,0.2612171407994238,300
0.5113369037489364,0.8382015096816541,0.3678790061217141,200
0.564494806421152,0.8194653872515422,0.43053655023406556,150
0.5876354365838113,0.7986635317411211,0.4648181490817429,120
0.5957485056851377,0.792254362897442,0.4773496579042132,110
0.5992947373119671,0.7880957971354778,0.4834713719841556,105
0.6025550035486161,0.784386187781499,0.48916096507021967,100
0.6064476349863472,0.7805237501417073,0.4958588404753331,95
0.6094863387978142,0.7754171301446051,0.5020525747209219,90
0.625939535660598,0.7448077114180662,0.5397911415196255,60
0.6364249712267334,0.7088048090523338,0.5774576881526827,30
0.637061236894089,0.6740895570383472,0.6038890889449046,10
0.6369629461241192,0.6719961627628108,0.6054015124234786,9
0.6366454930429521,0.670142481891268,0.6063377745768815,8
0.6361785552706982,0.6675369886858138,0.6076341375585164,7
0.6358233656811855,0.6654594126446737,0.6087144400432121,6
0.635422138836773,0.663298080689385,0.6097947425279078,5
0.635422138836773,0.663298080689385,0.6097947425279078,4
0.635422138836773,0.663298080689385,0.6097947425279078,3
0.635422138836773,0.663298080689385,0.6097947425279078,2
0.635422138836773,0.663298080689385,0.6097947425279078,1
0.635422138836773,0.663298080689385,0.6097947425279078,0
0.635422138836773,0.663298080689385,0.6097947425279078,-1
