,score_thr,synapse_collection,annotator,fscore,precision,recall,fpcount,fncount,tpcount,gtcount,predcount
59,7000.0,syntist_ffn,alia,0.23920265780730898,0.9,0.13793103448275862,4,225,36,261,40
60,8000.0,syntist_ffn,alia,0.23411371237458192,0.9210526315789473,0.13409961685823754,3,226,35,261,38
61,9000.0,syntist_ffn,alia,0.1793103448275862,0.896551724137931,0.09961685823754789,3,235,26,261,29
62,10000.0,syntist_ffn,alia,0.12099644128113878,0.85,0.06513409961685823,3,244,17,261,20
63,11000.0,syntist_ffn,alia,0.10108303249097474,0.875,0.05363984674329502,2,247,14,261,16
64,12000.0,syntist_ffn,alia,0.08058608058608059,0.9166666666666666,0.0421455938697318,1,250,11,261,12
65,13000.0,syntist_ffn,alia,0.07352941176470587,0.9090909090909091,0.038314176245210725,1,251,10,261,11
66,14000.0,syntist_ffn,alia,0.04477611940298508,0.8571428571428571,0.022988505747126436,1,255,6,261,7
67,15000.0,syntist_ffn,alia,0.03759398496240601,1.0,0.019157088122605363,0,256,5,261,5
68,16000.0,syntist_ffn,alia,0.03759398496240601,1.0,0.019157088122605363,0,256,5,261,5
69,17000.0,syntist_ffn,alia,0.03018867924528302,1.0,0.01532567049808429,0,257,4,261,4
70,18000.0,syntist_ffn,alia,0.022727272727272724,1.0,0.011494252873563218,0,258,3,261,3
71,19000.0,syntist_ffn,alia,0.01520912547528517,1.0,0.007662835249042145,0,259,2,261,2
72,20000.0,syntist_ffn,alia,0.01520912547528517,1.0,0.007662835249042145,0,259,2,261,2
73,21000.0,syntist_ffn,alia,0.007633587786259542,1.0,0.0038314176245210726,0,260,1,261,1
74,0.0,synful,tyler,0.6229508196721312,0.5681063122923588,0.6895161290322581,130,77,171,248,301
75,10.0,synful,tyler,0.6284658040665435,0.5802047781569966,0.6854838709677419,123,78,170,248,293
76,20.0,synful,tyler,0.6401515151515151,0.6035714285714285,0.6814516129032258,111,79,169,248,280
77,30.0,synful,tyler,0.6471734892787524,0.6264150943396226,0.6693548387096774,99,82,166,248,265
78,40.0,synful,tyler,0.6470588235294118,0.6297709923664122,0.6653225806451613,97,83,165,248,262
79,50.0,synful,tyler,0.6452905811623245,0.6414342629482072,0.6491935483870968,90,87,161,248,251
80,60.0,synful,tyler,0.640973630831643,0.6448979591836734,0.6370967741935484,87,90,158,248,245
81,70.0,synful,tyler,0.6471816283924844,0.670995670995671,0.625,76,93,155,248,231
82,80.0,synful,tyler,0.6468085106382979,0.6846846846846847,0.6129032258064516,70,96,152,248,222
83,90.0,synful,tyler,0.6338329764453962,0.6757990867579908,0.5967741935483871,71,100,148,248,219
84,100.0,synful,tyler,0.6375545851528385,0.6952380952380952,0.5887096774193549,64,102,146,248,210
85,200.0,synful,tyler,0.5940594059405941,0.7692307692307693,0.4838709677419355,36,128,120,248,156
86,300.0,synful,tyler,0.515406162464986,0.8440366972477065,0.3709677419354839,17,156,92,248,109
87,400.0,synful,tyler,0.3987538940809969,0.8767123287671232,0.25806451612903225,9,184,64,248,73
88,500.0,synful,tyler,0.2857142857142857,0.9130434782608695,0.1693548387096774,4,206,42,248,46
89,600.0,synful,tyler,0.2198581560283688,0.9117647058823529,0.125,3,217,31,248,34
90,700.0,synful,tyler,0.16176470588235295,0.9166666666666666,0.08870967741935484,2,226,22,248,24
91,800.0,synful,tyler,0.1064638783269962,0.9333333333333333,0.056451612903225805,1,234,14,248,15
92,900.0,synful,tyler,0.07722007722007722,0.9090909090909091,0.04032258064516129,1,238,10,248,11
93,1000.0,synful,tyler,0.0546875,0.875,0.028225806451612902,1,241,7,248,8
94,1100.0,synful,tyler,0.03952569169960474,1.0,0.020161290322580645,0,243,5,248,5
95,1200.0,synful,tyler,0.03952569169960474,1.0,0.020161290322580645,0,243,5,248,5
96,1300.0,synful,tyler,0.023904382470119518,1.0,0.012096774193548387,0,245,3,248,3
97,1400.0,synful,tyler,0.016,1.0,0.008064516129032258,0,246,2,248,2
98,1500.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
99,1600.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
100,1700.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
101,1800.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
102,1900.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
103,2000.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
104,2100.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
105,2200.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
106,2300.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
107,2400.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
108,2500.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
109,2600.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
110,2700.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
111,2800.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
112,2900.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
113,3000.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
114,3100.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
115,3200.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
116,3300.0,synful,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
117,0.0,syntist_ffn,tyler,0.18526687251874727,0.10401188707280833,0.8467741935483871,1809,38,210,248,2019
118,100.0,syntist_ffn,tyler,0.3554376657824933,0.2276330690826727,0.8104838709677419,682,47,201,248,883
119,200.0,syntist_ffn,tyler,0.43076923076923074,0.29607250755287007,0.7903225806451613,466,52,196,248,662
120,300.0,syntist_ffn,tyler,0.48484848484848486,0.35294117647058826,0.7741935483870968,352,56,192,248,544
121,400.0,syntist_ffn,tyler,0.5150684931506849,0.3900414937759336,0.7580645161290323,294,60,188,248,482
122,500.0,syntist_ffn,tyler,0.554074074074074,0.4379391100702576,0.7540322580645161,240,61,187,248,427
123,600.0,syntist_ffn,tyler,0.5785381026438569,0.4708860759493671,0.75,209,62,186,248,395
124,700.0,syntist_ffn,tyler,0.5957446808510638,0.5013774104683195,0.7338709677419355,181,66,182,248,363
125,800.0,syntist_ffn,tyler,0.5986394557823129,0.5176470588235295,0.7096774193548387,164,72,176,248,340
126,900.0,syntist_ffn,tyler,0.6156583629893239,0.5509554140127388,0.6975806451612904,141,75,173,248,314
127,1000.0,syntist_ffn,tyler,0.6275229357798165,0.5757575757575758,0.6895161290322581,126,77,171,248,297
128,2000.0,syntist_ffn,tyler,0.597752808988764,0.6751269035532995,0.5362903225806451,64,115,133,248,197
129,3000.0,syntist_ffn,tyler,0.5515463917525774,0.7642857142857142,0.4314516129032258,33,141,107,248,140
130,4000.0,syntist_ffn,tyler,0.4699140401146132,0.8118811881188119,0.33064516129032256,19,166,82,248,101
131,5000.0,syntist_ffn,tyler,0.38888888888888895,0.8289473684210527,0.2540322580645161,13,185,63,248,76
132,6000.0,syntist_ffn,tyler,0.29900332225913623,0.8490566037735849,0.1814516129032258,8,203,45,248,53
133,7000.0,syntist_ffn,tyler,0.25,0.9,0.14516129032258066,4,212,36,248,40
134,8000.0,syntist_ffn,tyler,0.24475524475524477,0.9210526315789473,0.14112903225806453,3,213,35,248,38
135,9000.0,syntist_ffn,tyler,0.19494584837545129,0.9310344827586207,0.10887096774193548,2,221,27,248,29
136,10000.0,syntist_ffn,tyler,0.13432835820895522,0.9,0.07258064516129033,2,230,18,248,20
137,11000.0,syntist_ffn,tyler,0.11363636363636363,0.9375,0.06048387096774194,1,233,15,248,16
138,12000.0,syntist_ffn,tyler,0.08461538461538462,0.9166666666666666,0.04435483870967742,1,237,11,248,12
139,13000.0,syntist_ffn,tyler,0.07722007722007722,0.9090909090909091,0.04032258064516129,1,238,10,248,11
140,14000.0,syntist_ffn,tyler,0.047058823529411764,0.8571428571428571,0.024193548387096774,1,242,6,248,7
141,15000.0,syntist_ffn,tyler,0.03952569169960474,1.0,0.020161290322580645,0,243,5,248,5
142,16000.0,syntist_ffn,tyler,0.03952569169960474,1.0,0.020161290322580645,0,243,5,248,5
143,17000.0,syntist_ffn,tyler,0.031746031746031744,1.0,0.016129032258064516,0,244,4,248,4
144,18000.0,syntist_ffn,tyler,0.023904382470119518,1.0,0.012096774193548387,0,245,3,248,3
145,19000.0,syntist_ffn,tyler,0.016,1.0,0.008064516129032258,0,246,2,248,2
146,20000.0,syntist_ffn,tyler,0.016,1.0,0.008064516129032258,0,246,2,248,2
147,21000.0,syntist_ffn,tyler,0.008032128514056224,1.0,0.004032258064516129,0,247,1,248,1
